id,name,value,created_at,updated_at,role_id,stat_type,notice
91,ATK,15801,2020-07-21 15:05:29.326214,2020-07-21 15:05:29.326214,NULL,gear,t8 earrings
92,M.Def,11369,2020-07-21 15:05:46.326701,2020-07-21 15:05:46.326701,NULL,gear,t8 necklace
93,P.Def,11369,2020-07-21 15:05:57.691439,2020-07-21 15:05:57.691439,NULL,gear,t8 bracelet
94,HP,726278,2020-07-21 15:06:26.370416,2020-07-21 15:06:26.370416,NULL,gear,t8 orb/mana stone
95,ATK,32730,2020-07-21 15:06:54.24312,2020-07-21 15:07:13.488434,1,gear,Parvita of Defence
96,ATK,45106,2020-07-21 15:08:11.18133,2020-07-21 15:08:11.18133,1,gear,uw knight
97,ATK,37010,2020-07-21 15:08:27.306255,2020-07-21 15:08:27.306255,2,gear,Tynoram of Change
98,ATK,51120,2020-07-21 15:08:37.78358,2020-07-21 15:08:37.78358,2,gear,uw warrior
99,ATK,40711,2020-07-21 15:08:52.151125,2020-07-21 15:08:52.151125,3,gear,Xaphyx of Ambush
100,ATK,56209,2020-07-21 15:09:02.953773,2020-07-21 15:09:02.953773,3,gear,uw assassin
101,ATK,45915,2020-07-21 15:09:16.698008,2020-07-21 15:09:16.698008,4,gear,Marcena of Aim
102,ATK,63264,2020-07-21 15:09:27.609509,2020-07-21 15:09:27.609509,4,gear,uw archer
103,ATK,41867,2020-07-21 15:10:46.007971,2020-07-21 15:10:46.007971,5,gear,Voltenux of Penetration
104,ATK,57712,2020-07-21 15:11:00.275544,2020-07-21 15:11:00.275544,5,gear,uw mechanic
105,ATK,42793,2020-07-21 15:11:10.332301,2020-07-21 15:11:10.332301,6,gear,Giltair of Explosion
106,ATK,58985,2020-07-21 15:11:18.225435,2020-07-21 15:11:18.225435,6,gear,uw wizard
107,ATK,42793,2020-07-21 15:11:27.940157,2020-07-21 15:11:27.940157,7,gear,Suyrtema of Heal
108,ATK,58985,2020-07-21 15:11:39.445123,2020-07-21 15:11:39.445123,7,gear,uw priest
109,HP,1596066,2020-07-21 15:11:51.05559,2020-07-21 15:11:56.919622,NULL,gear,ut
