id,name,value,created_at,updated_at,role_id,stat_type,notice
78,M.DEF,9091,2020-07-21 14:49:40.033139,2020-07-21 14:49:40.033139,NULL,gear,
79,HP,580102,2020-07-21 15:00:08.699213,2020-07-21 15:00:08.699213,NULL,gear,
80,ATK,12617,2020-07-21 15:00:25.671442,2020-07-21 15:00:25.671442,NULL,gear,
81,M.DEF,9091,2020-07-21 15:00:41.759413,2020-07-21 15:00:41.759413,NULL,gear,
82,P.DEF,9091,2020-07-21 15:00:57.290713,2020-07-21 15:00:57.290713,NULL,gear,
83,HP,608371,2020-07-21 15:01:22.673328,2020-07-21 15:01:22.673328,NULL,gear,
84,P.DEF,17052,2020-07-21 15:03:50.751701,2020-07-21 15:03:50.751701,NULL,gear,
85,M.DEF,17052,2020-07-21 15:03:58.1661,2020-07-21 15:03:58.1661,NULL,gear,
86,P.DEF,11369,2020-07-21 15:04:12.379562,2020-07-21 15:04:12.379562,NULL,gear,
87,M.DEF,5686,2020-07-21 15:04:24.24325,2020-07-21 15:04:24.24325,NULL,gear,
88,P.DEF,5686,2020-07-21 15:04:39.908417,2020-07-21 15:04:39.908417,NULL,gear,
89,M.DEF,11369,2020-07-21 15:04:56.941099,2020-07-21 15:04:56.941099,NULL,gear,
90,HP,726278,2020-07-21 15:05:12.894116,2020-07-21 15:05:12.894116,NULL,gear,
91,ATK,15801,2020-07-21 15:05:29.326214,2020-07-21 15:05:29.326214,NULL,gear,
92,M.DEF,11369,2020-07-21 15:05:46.326701,2020-07-21 15:05:46.326701,NULL,gear,
93,P.DEF,11369,2020-07-21 15:05:57.691439,2020-07-21 15:05:57.691439,NULL,gear,
94,HP,726278,2020-07-21 15:06:26.370416,2020-07-21 15:06:26.370416,NULL,gear,
95,M.Block DEF,0,2020-07-21 15:11:51.05593,2020-07-21 15:11:56.919656,3,class,10
96,P.Tough,0,2020-07-21 15:11:51.05603,2020-07-21 15:11:56.919666,3,class,11
97,M.Tough,0,2020-07-21 15:11:51.05604,2020-07-21 15:11:56.919667,3,class,12
98,Recovery,0,2020-07-21 15:11:51.05528,2020-07-21 15:11:56.919591,3,class,13
99,CC Resist,0,2020-07-21 15:11:51.05548,2020-07-21 15:11:56.919611,3,class,14
100,Debuff ACC,0,2020-07-21 15:11:51.05535,2020-07-21 15:11:56.919598,3,class,15
101,Lifesteal,0,2020-07-21 15:11:51.05542,2020-07-21 15:11:56.919605,3,class,16
102,ATK Spd,1000,2020-07-21 15:11:51.05555,2020-07-21 15:11:56.919618,3,class,17
103,MP Recovery/Attack,0,2020-07-21 15:11:51.05562,2020-07-21 15:11:56.919625,3,class,18
104,P.Crit Resistance,0,2020-07-21 15:11:51.05564,2020-07-21 15:11:56.919627,3,class,19
105,M.Crit Resistance,0,2020-07-21 15:11:51.05565,2020-07-21 15:11:56.919628,3,class,20
106,Crit,150,2020-06-07 10:14:37.982699,2020-06-07 10:14:37.982699,4,class,1
107,Crit DMG,0,2020-07-21 15:11:51.05562,2020-07-21 15:11:56.919625,4,class,2
108,Penetration,250,2020-06-07 10:14:43.80951,2020-06-07 10:14:43.80951,4,class,3
109,HP,1596066,2020-07-21 15:11:51.05559,2020-07-21 15:11:56.919622,NULL,gear,
110,MAX HP,1066728,2020-06-16 11:20:52.922375,2020-06-16 11:20:52.922375,4,base,
111,ATK,27864,2020-06-16 11:20:58.834135,2020-06-16 11:20:58.834135,4,base,
112,P.DEF,5376,2020-06-16 11:21:05.412617,2020-06-16 11:21:05.412617,4,base,
113,M.DEF,4392,2020-06-16 11:21:45.441109,2020-06-16 11:21:45.441109,4,base,
114,ACC,100,2020-06-07 10:14:48.570904,2020-06-07 10:14:48.570904,4,class,4
115,P.Dodge,0,2020-07-21 15:11:51.05571,2020-07-21 15:11:56.919634,4,class,5
116,M.Dodge,0,2020-07-21 15:11:51.05572,2020-07-21 15:11:56.919635,4,class,6
117,P.Block,0,2020-07-21 15:11:51.05582,2020-07-21 15:11:56.919645,4,class,7
118,M.Block,0,2020-07-21 15:11:51.05583,2020-07-21 15:11:56.919646,4,class,8
119,P.Block DEF,0,2020-07-21 15:11:51.05594,2020-07-21 15:11:56.919657,4,class,9
120,M.Block DEF,0,2020-07-21 15:11:51.05595,2020-07-21 15:11:56.919658,4,class,10
121,P.Tough,0,2020-07-21 15:11:51.05605,2020-07-21 15:11:56.919668,4,class,11
122,M.Tough,0,2020-07-21 15:11:51.05606,2020-07-21 15:11:56.919669,4,class,12
123,Recovery,0,2020-07-21 15:11:51.05529,2020-07-21 15:11:56.919592,4,class,13
124,CC Resist,0,2020-07-21 15:11:51.05549,2020-07-21 15:11:56.919612,4,class,14
125,Debuff ACC,0,2020-07-21 15:11:51.05536,2020-07-21 15:11:56.919599,4,class,15
126,Lifesteal,0,2020-07-21 15:11:51.05543,2020-07-21 15:11:56.919606,4,class,16
127,ATK Spd,1000,2020-07-21 15:11:51.05556,2020-07-21 15:11:56.919619,4,class,17
128,MP Recovery/Attack,0,2020-07-21 15:11:51.05563,2020-07-21 15:11:56.919626,4,class,18
129,P.Crit Resistance,0,2020-07-21 15:11:51.05566,2020-07-21 15:11:56.919629,4,class,19
130,M.Crit Resistance,0,2020-07-21 15:11:51.05567,2020-07-21 15:11:56.919630,4,class,20
131,MAX HP,1157176,2020-06-16 11:21:58.303379,2020-06-16 11:21:58.303379,5,base,
132,ATK,25416,2020-06-16 11:22:04.544729,2020-06-16 11:22:04.544729,5,base,
133,P.DEF,5376,2020-06-16 11:22:09.989639,2020-06-16 11:22:09.989639,5,base,
134,M.DEF,4392,2020-06-16 11:22:15.087842,2020-06-16 11:22:15.087842,5,base,
135,Crit,150,2020-06-07 10:16:10.56233,2020-06-07 10:16:10.56233,5,class,1
136,Crit DMG,50,2020-06-07 10:16:16.866591,2020-06-07 10:16:16.866591,5,class,2
137,Penetration,100,2020-06-07 10:16:27.834747,2020-06-07 10:16:27.834747,5,class,3
138,ACC,200,2020-06-07 10:18:12.172771,2020-06-07 10:18:12.172771,5,class,4
139,P.Dodge,0,2020-07-21 15:11:51.05573,2020-07-21 15:11:56.919636,5,class,5
140,M.Dodge,0,2020-07-21 15:11:51.05574,2020-07-21 15:11:56.919637,5,class,6
141,P.Block,0,2020-07-21 15:11:51.05584,2020-07-21 15:11:56.919647,5,class,7
142,M.Block,0,2020-07-21 15:11:51.05585,2020-07-21 15:11:56.919648,5,class,8
143,P.Block DEF,0,2020-07-21 15:11:51.05596,2020-07-21 15:11:56.919659,5,class,9
144,M.Block DEF,0,2020-07-21 15:11:51.05597,2020-07-21 15:11:56.919660,5,class,10
145,P.Tough,0,2020-07-21 15:11:51.05607,2020-07-21 15:11:56.919670,5,class,11
146,M.Tough,0,2020-07-21 15:11:51.05608,2020-07-21 15:11:56.919671,5,class,12
147,Recovery,0,2020-07-21 15:11:51.05530,2020-07-21 15:11:56.919593,5,class,13
148,CC Resist,0,2020-07-21 15:11:51.05550,2020-07-21 15:11:56.919613,5,class,14
149,Debuff ACC,0,2020-07-21 15:11:51.05537,2020-07-21 15:11:56.919600,5,class,15
150,Lifesteal,0,2020-07-21 15:11:51.05544,2020-07-21 15:11:56.919607,5,class,16
151,ATK Spd,1000,2020-07-21 15:11:51.05557,2020-07-21 15:11:56.919620,5,class,17
152,MP Recovery/Attack,0,2020-07-21 15:11:51.05564,2020-07-21 15:11:56.919627,5,class,18
153,P.Crit Resistance,0,2020-07-21 15:11:51.05568,2020-07-21 15:11:56.919631,5,class,19
154,M.Crit Resistance,0,2020-07-21 15:11:51.05569,2020-07-21 15:11:56.919632,5,class,20
155,MAX HP,985328,2020-06-16 11:22:24.726217,2020-06-16 11:22:24.726217,6,base,
156,ATK,29328,2020-06-16 11:22:29.97957,2020-06-16 11:22:29.97957,6,base,
157,P.DEF,3904,2020-06-16 11:22:35.683488,2020-06-16 11:22:35.683488,6,base,
158,M.DEF,5864,2020-06-16 11:22:41.255497,2020-06-16 11:22:41.255497,6,base,
159,Crit,100,2020-06-07 10:18:19.34013,2020-06-07 10:18:19.34013,6,class,1
160,Crit DMG,0,2020-07-21 15:11:51.05563,2020-07-21 15:11:56.919626,6,class,2
161,Penetration,150,2020-06-07 10:18:26.262981,2020-06-07 10:18:26.262981,6,class,3
162,ACC,100,2020-06-07 10:18:31.275613,2020-06-07 10:18:31.275613,6,class,4
163,P.Dodge,0,2020-07-21 15:11:51.05575,2020-07-21 15:11:56.919638,6,class,5
164,M.Dodge,200,2020-06-07 10:18:36.625598,2020-06-07 10:18:36.625598,6,class,6
165,P.Block,0,2020-07-21 15:11:51.05586,2020-07-21 15:11:56.919649,6,class,7
166,M.Block,250,2020-06-07 10:18:42.70958,2020-06-07 10:18:42.70958,6,class,8
167,P.Block DEF,0,2020-07-21 15:11:51.05598,2020-07-21 15:11:56.919661,6,class,9
168,M.Block DEF,0,2020-07-21 15:11:51.05599,2020-07-21 15:11:56.919662,6,class,10
169,P.Tough,0,2020-07-21 15:11:51.05609,2020-07-21 15:11:56.919672,6,class,11
170,M.Tough,0,2020-07-21 15:11:51.05610,2020-07-21 15:11:56.919673,6,class,12
171,Recovery,0,2020-07-21 15:11:51.05531,2020-07-21 15:11:56.919594,6,class,13
172,CC Resist,0,2020-07-21 15:11:51.05551,2020-07-21 15:11:56.919614,6,class,14
173,Debuff ACC,0,2020-07-21 15:11:51.05538,2020-07-21 15:11:56.919601,6,class,15
174,Lifesteal,0,2020-07-21 15:11:51.05545,2020-07-21 15:11:56.919608,6,class,16
175,ATK Spd,1000,2020-07-21 15:11:51.05558,2020-07-21 15:11:56.919621,6,class,17
176,MP Recovery/Attack,0,2020-07-21 15:11:51.05565,2020-07-21 15:11:56.919628,6,class,18
177,P.Crit Resistance,0,2020-07-21 15:11:51.05570,2020-07-21 15:11:56.919633,6,class,19
178,M.Crit Resistance,0,2020-07-21 15:11:51.05571,2020-07-21 15:11:56.919634,6,class,20
179,MAX HP,1104864,2020-06-16 11:22:49.842465,2020-06-16 11:22:49.842465,7,base,
180,ATK,23216,2020-06-16 11:22:55.393983,2020-06-16 11:22:55.393983,7,base,
181,P.DEF,4888,2020-06-16 11:23:01.112326,2020-06-16 11:23:01.112326,7,base,
182,M.DEF,6104,2020-06-16 11:23:06.558466,2020-06-16 11:23:06.558466,7,base,
183,Crit,100,2020-06-07 10:18:49.273738,2020-06-07 10:18:49.273738,7,class,1
184,Crit DMG,0,2020-07-21 15:11:51.05564,2020-07-21 15:11:56.919627,7,class,2
185,Penetration,0,2020-07-21 15:11:51.05567,2020-07-21 15:11:56.919630,7,class,3
186,ACC,100,2020-06-07 10:18:54.159452,2020-06-07 10:18:54.159452,7,class,4
187,P.Dodge,0,2020-07-21 15:11:51.05576,2020-07-21 15:11:56.919639,7,class,5
188,M.Dodge,0,2020-07-21 15:11:51.05577,2020-07-21 15:11:56.919640,7,class,6
189,P.Block,0,2020-07-21 15:11:51.05587,2020-07-21 15:11:56.919650,7,class,7
190,M.Block,500,2020-06-07 10:18:59.669923,2020-06-07 10:18:59.669923,7,class,8
191,P.Block DEF,0,2020-07-21 15:11:51.05600,2020-07-21 15:11:56.919663,7,class,9
192,M.Block DEF,250,2020-06-07 10:19:12.315421,2020-06-07 10:19:12.315421,7,class,10
193,P.Tough,0,2020-07-21 15:11:51.05611,2020-07-21 15:11:56.919674,7,class,11
194,M.Tough,150,2020-06-07 10:19:19.422677,2020-06-07 10:19:19.422677,7,class,12
195,Recovery,0,2020-07-21 15:11:51.05532,2020-07-21 15:11:56.919595,7,class,13
196,CC Resist,0,2020-07-21 15:11:51.05552,2020-07-21 15:11:56.919615,7,class,14
197,Debuff ACC,0,2020-07-21 15:11:51.05539,2020-07-21 15:11:56.919602,7,class,15
198,Lifesteal,0,2020-07-21 15:11:51.05546,2020-07-21 15:11:56.919609,7,class,16
199,ATK Spd,1000,2020-07-21 15:11:51.05559,2020-07-21 15:11:56.919622,7,class,17
200,MP Recovery/Attack,0,2020-07-21 15:11:51.05566,2020-07-21 15:11:56.919629,7,class,18
201,P.Crit Resistance,0,2020-07-21 15:11:51.05572,2020-07-21 15:11:56.919635,7,class,19
202,M.Crit Resistance,0,2020-07-21 15:11:51.05573,2020-07-21 15:11:56.919636,7,class,20
203,ATK,32730,2020-07-21 15:06:54.24312,2020-07-21 15:07:13.488434,1,gear,
204,ATK,45106,2020-07-21 15:08:11.18133,2020-07-21 15:08:11.18133,1,gear,
205,ATK,37010,2020-07-21 15:08:27.306255,2020-07-21 15:08:27.306255,2,gear,
206,ATK,51120,2020-07-21 15:08:37.78358,2020-07-21 15:08:37.78358,2,gear,
207,ATK,40711,2020-07-21 15:08:52.151125,2020-07-21 15:08:52.151125,3,gear,
208,ATK,56209,2020-07-21 15:09:02.953773,2020-07-21 15:09:02.953773,3,gear,
209,ATK,45915,2020-07-21 15:09:16.698008,2020-07-21 15:09:16.698008,4,gear,
210,ATK,63264,2020-07-21 15:09:27.609509,2020-07-21 15:09:27.609509,4,gear,
211,ATK,41867,2020-07-21 15:10:46.007971,2020-07-21 15:10:46.007971,5,gear,
212,ATK,57712,2020-07-21 15:11:00.275544,2020-07-21 15:11:00.275544,5,gear,
213,ATK,42793,2020-07-21 15:11:10.332301,2020-07-21 15:11:10.332301,6,gear,
214,ATK,58985,2020-07-21 15:11:18.225435,2020-07-21 15:11:18.225435,6,gear,
215,ATK,42793,2020-07-21 15:11:27.940157,2020-07-21 15:11:27.940157,7,gear,
216,ATK,58985,2020-07-21 15:11:39.445123,2020-07-21 15:11:39.445123,7,gear,
217,ATK,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
218,ATK Spd,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
219,Crit,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
220,Crit DMG,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
221,MP Recovery/Attack,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
222,MP Recovery/Sec,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
223,Penetration,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
224,Lifesteal,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
225,ACC,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
226,Debuf ACC,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
227,Max HP,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
228,CC Resist,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
229,Block,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
230,P. Block,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
231,M. Block,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
232,Crit Resistance,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
233,P. Crit Resistance,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
234,M. Crit Resistance,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
235,DEF,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
236,P. DEF,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
237,M. DEF,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
238,Dodge,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
239,P. Dodge,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
240,M. Dodge,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,option,
241,Tough,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
242,P. Tough,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
243,M. Tough,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
244,Recovery,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
245,Mana Recovery upon taking DMG,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
246,DMG Reduction upon P.Block,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
247,DMG Reduction upon M.Block,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
248,DMG Reduction upon Block,0,2020-11-14 0:00:00,2020-11-14 0:00:00,NULL,options,
